Title,Price,Rating,Availability,Category,Description,Title Cleaned,Price Cleaned,Rating Cleaned,Availability Cleaned,Category Cleaned,Description Cleaned
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,Two,In stock,Unknown,,False,False,False,False,False,False
Under the Tuscan Sun,37.33,Three,In stock,Unknown,,False,False,False,False,False,False
Toddlers Are A**holes: It's Not Your Fault,25.55,One,In stock,Unknown,,False,False,False,False,False,False
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,One,In stock,Unknown,,False,False,False,False,False,False
The Whale,35.96,Four,In stock,Unknown,,False,False,False,False,False,False
The Story of Art,41.14,Four,In stock,Unknown,,False,False,False,False,False,False
The Origin of Species,10.01,Four,In stock,Unknown,,False,False,False,False,False,False
The Great Gatsby,36.05,Four,In stock,Unknown,,False,False,False,False,False,False
The Good Girl,49.03,Three,In stock,Unknown,,False,False,False,False,False,False
The Glass Castle,16.24,One,In stock,Unknown,,False,False,False,False,False,False
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,One,In stock,Unknown,,False,False,False,False,False,False
The Drowning Girls,35.67,Three,In stock,Unknown,,False,False,False,False,False,False
The Constant Princess (The Tudor Court #1),16.62,Three,In stock,Unknown,,False,False,False,False,False,False
The Bourne Identity (Jason Bourne #1),42.78,Four,In stock,Unknown,,False,False,False,False,False,False
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.30,Five,In stock,Unknown,,False,False,False,False,False,False
The Art Book,32.34,Two,In stock,Unknown,,False,False,False,False,False,False
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,Four,In stock,Unknown,,False,False,False,False,False,False
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,Five,In stock,Unknown,,False,False,False,False,False,False
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.90,Two,In stock,Unknown,,False,False,False,False,False,False
"Sit, Stay, Love",20.90,Three,In stock,Unknown,,False,False,False,False,False,False
Sister Dear,40.20,Four,In stock,Unknown,,False,False,False,False,False,False
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,Three,In stock,Unknown,,False,False,False,False,False,False
"Rich Dad, Poor Dad",51.74,One,In stock,Unknown,,False,False,False,False,False,False
Raymie Nightingale,34.41,Two,In stock,Unknown,,False,False,False,False,False,False
Playing from the Heart,32.38,One,In stock,Unknown,,False,False,False,False,False,False
Nightstruck: A Novel,50.35,Four,In stock,Unknown,,False,False,False,False,False,False
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,Five,In stock,Unknown,,False,False,False,False,False,False
Meternity,43.58,Three,In stock,Unknown,,False,False,False,False,False,False
Memoirs of a Geisha,49.67,Three,In stock,Unknown,,False,False,False,False,False,False
Like Never Before (Walker Family #2),28.77,Two,In stock,Unknown,,False,False,False,False,False,False
Life of Pi,13.22,Four,In stock,Unknown,,False,False,False,False,False,False
Leave This Song Behind: Teen Poetry at Its Best,51.17,Five,In stock,Unknown,,False,False,False,False,False,False
King's Folly (The Kinsman Chronicles #1),39.61,Five,In stock,Unknown,,False,False,False,False,False,False
John Adams,57.43,Four,In stock,Unknown,,False,False,False,False,False,False
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,Four,In stock,Unknown,,False,False,False,False,False,False
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,Two,In stock,Unknown,,False,False,False,False,False,False
Good in Bed (Cannie Shapiro #1),37.05,Five,In stock,Unknown,,False,False,False,False,False,False
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,One,In stock,Unknown,,False,False,False,False,False,False
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,Three,In stock,Unknown,,False,False,False,False,False,False
Finding God in the Ruins: How God Redeems Pain,46.64,Two,In stock,Unknown,,False,False,False,False,False,False
Every Heart a Doorway (Every Heart A Doorway #1),12.16,Five,In stock,Unknown,,False,False,False,False,False,False
Delivering the Truth (Quaker Midwife Mystery #1),20.89,Four,In stock,Unknown,,False,False,False,False,False,False
Counted With the Stars (Out from Egypt #1),17.97,Five,In stock,Unknown,,False,False,False,False,False,False
"Chronicles, Vol. 1",52.60,Two,In stock,Unknown,,False,False,False,False,False,False
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,One,In stock,Unknown,,False,False,False,False,False,False
Benjamin Franklin: An American Life,48.19,Three,In stock,Unknown,,False,False,False,False,False,False
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,Five,In stock,Unknown,,False,False,False,False,False,False
A Summer In Europe,44.34,Two,In stock,Unknown,,False,False,False,False,False,False
A Short History of Nearly Everything,52.40,Five,In stock,Unknown,,False,False,False,False,False,False
A Gathering of Shadows (Shades of Magic #2),44.81,Four,In stock,Unknown,,False,False,False,False,False,False
The Sound Of Love,57.84,Five,In stock,Unknown,,False,False,False,False,False,False
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,Two,In stock,Unknown,,False,False,False,False,False,False
The Perks of Being a Wallflower,55.02,Three,In stock,Unknown,,False,False,False,False,False,False
The Mysterious Affair at Styles (Hercule Poirot #1),24.80,Four,In stock,Unknown,,False,False,False,False,False,False
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,Four,In stock,Unknown,,False,False,False,False,False,False
The Makings of a Fatherless Child,31.58,Two,In stock,Unknown,,False,False,False,False,False,False
The Joy of Cooking,43.27,Four,In stock,Unknown,,False,False,False,False,False,False
The Invention of Wings,37.34,One,In stock,Unknown,,False,False,False,False,False,False
The Hobbit (Middle-Earth Universe),17.80,Five,In stock,Unknown,,False,False,False,False,False,False
The Great Railway Bazaar,30.54,One,In stock,Unknown,,False,False,False,False,False,False
The Golden Compass (His Dark Materials #1),18.77,One,In stock,Unknown,,False,False,False,False,False,False
The God Delusion,46.85,Three,In stock,Unknown,,False,False,False,False,False,False
The Girl You Left Behind (The Girl You Left Behind #1),15.79,One,In stock,Unknown,,False,False,False,False,False,False
The Fellowship of the Ring (The Lord of the Rings #1),10.27,Two,In stock,Unknown,,False,False,False,False,False,False
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,Five,In stock,Unknown,,False,False,False,False,False,False
The Barefoot Contessa Cookbook,59.92,Five,In stock,Unknown,,False,False,False,False,False,False
Tell the Wolves I'm Home,50.96,Two,In stock,Unknown,,False,False,False,False,False,False
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.60,Three,In stock,Unknown,,False,False,False,False,False,False
Pride and Prejudice,19.27,Four,In stock,Unknown,,False,False,False,False,False,False
Musicophilia: Tales of Music and the Brain,46.58,One,In stock,Unknown,,False,False,False,False,False,False
Mere Christianity,48.51,Three,In stock,Unknown,,False,False,False,False,False,False
Me Before You (Me Before You #1),19.02,One,In stock,Unknown,,False,False,False,False,False,False
In the Woods (Dublin Murder Squad #1),38.38,Two,In stock,Unknown,,False,False,False,False,False,False
In Cold Blood,49.98,Four,In stock,Unknown,,False,False,False,False,False,False
How to Stop Worrying and Start Living,46.49,Five,In stock,Unknown,,False,False,False,False,False,False
Give It Back,18.32,Two,In stock,Unknown,,False,False,False,False,False,False
"Girl, Interrupted",42.14,Three,In stock,Unknown,,False,False,False,False,False,False
Fun Home: A Family Tragicomic,56.59,Four,In stock,Unknown,,False,False,False,False,False,False
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,Four,In stock,Unknown,,False,False,False,False,False,False
Deception Point,40.32,Four,In stock,Unknown,,False,False,False,False,False,False
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,Three,In stock,Unknown,,False,False,False,False,False,False
Catherine the Great: Portrait of a Woman,58.55,Four,In stock,Unknown,,False,False,False,False,False,False
Better Homes and Gardens New Cook Book,39.61,Three,In stock,Unknown,,False,False,False,False,False,False
An Unquiet Mind: A Memoir of Moods and Madness,21.30,Three,In stock,Unknown,,False,False,False,False,False,False
A Year in Provence (Provence #1),56.88,Four,In stock,Unknown,,False,False,False,False,False,False
World Without End (The Pillars of the Earth #2),32.97,Four,In stock,Unknown,,False,False,False,False,False,False
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,Four,In stock,Unknown,,False,False,False,False,False,False
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,Two,In stock,Unknown,,False,False,False,False,False,False
Where She Went (If I Stay #2),41.73,Four,In stock,Unknown,,False,False,False,False,False,False
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,Four,In stock,Unknown,,False,False,False,False,False,False
Two Summers,14.64,One,In stock,Unknown,,False,False,False,False,False,False
This Is Your Brain on Music: The Science of a Human Obsession,38.40,One,In stock,Unknown,,False,False,False,False,False,False
The Secret Garden,15.08,Four,In stock,Unknown,,False,False,False,False,False,False
The Raven King (The Raven Cycle #4),30.57,Two,In stock,Unknown,,False,False,False,False,False,False
The Raven Boys (The Raven Cycle #1),57.74,Four,In stock,Unknown,,False,False,False,False,False,False
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,Five,In stock,Unknown,,False,False,False,False,False,False
The Metamorphosis,28.58,One,In stock,Unknown,,False,False,False,False,False,False
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,Five,In stock,Unknown,,False,False,False,False,False,False
The Little Paris Bookshop,24.73,Three,In stock,Unknown,,False,False,False,False,False,False
The Hiding Place,55.91,Four,In stock,Unknown,,False,False,False,False,False,False
The Grand Design,13.76,Three,In stock,Unknown,,False,False,False,False,False,False
The Firm,45.56,Three,In stock,Unknown,,False,False,False,False,False,False
The Fault in Our Stars,47.22,One,In stock,Unknown,,False,False,False,False,False,False
The False Prince (The Ascendance Trilogy #1),56.00,Five,In stock,Unknown,,False,False,False,False,False,False
The Expatriates,44.58,Two,In stock,Unknown,,False,False,False,False,False,False
The Dream Thieves (The Raven Cycle #2),34.50,One,In stock,Unknown,,False,False,False,False,False,False
The Darkest Corners,11.33,Five,In stock,Unknown,,False,False,False,False,False,False
The Crossover,38.77,Four,In stock,Unknown,,False,False,False,False,False,False
The 5th Wave (The 5th Wave #1),11.83,Two,In stock,Unknown,,False,False,False,False,False,False
Tell the Wind and Fire,45.51,Three,In stock,Unknown,,False,False,False,False,False,False
Tell Me Three Things,41.81,One,In stock,Unknown,,False,False,False,False,False,False
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,Four,In stock,Unknown,,False,False,False,False,False,False
Siddhartha,34.22,Five,In stock,Unknown,,False,False,False,False,False,False
Shiver (The Wolves of Mercy Falls #1),16.23,Five,In stock,Unknown,,False,False,False,False,False,False
Remember Me?,11.48,Three,In stock,Unknown,,False,False,False,False,False,False
Red Dragon (Hannibal Lecter #1),23.37,Three,In stock,Unknown,,False,False,False,False,False,False
Peak: Secrets from the New Science of Expertise,16.28,Two,In stock,Unknown,,False,False,False,False,False,False
My Mother Was Nuts,31.63,Four,In stock,Unknown,,False,False,False,False,False,False
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,Five,In stock,Unknown,,False,False,False,False,False,False
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,One,In stock,Unknown,,False,False,False,False,False,False
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,Four,In stock,Unknown,,False,False,False,False,False,False
Logan Kade (Fallen Crest High #5.5),13.12,Two,In stock,Unknown,,False,False,False,False,False,False
Last One Home (New Beginnings #1),59.98,Three,In stock,Unknown,,False,False,False,False,False,False
Killing Floor (Jack Reacher #1),31.49,Four,In stock,Unknown,,False,False,False,False,False,False
Kill the Boy Band,15.52,Five,In stock,Unknown,,False,False,False,False,False,False
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,Five,In stock,Unknown,,False,False,False,False,False,False
If I Stay (If I Stay #1),38.13,Five,In stock,Unknown,,False,False,False,False,False,False
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,Two,In stock,Unknown,,False,False,False,False,False,False
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,One,In stock,Unknown,,False,False,False,False,False,False
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,One,In stock,Unknown,,False,False,False,False,False,False
Foundation (Foundation (Publication Order) #1),32.42,One,In stock,Unknown,,False,False,False,False,False,False
Fool Me Once,16.96,One,In stock,Unknown,,False,False,False,False,False,False
Find Her (Detective D.D. Warren #8),22.37,One,In stock,Unknown,,False,False,False,False,False,False
Evicted: Poverty and Profit in the American City,42.27,One,In stock,Unknown,,False,False,False,False,False,False
Drama,38.70,Two,In stock,Unknown,,False,False,False,False,False,False
Dracula the Un-Dead,35.63,Five,In stock,Unknown,,False,False,False,False,False,False
Digital Fortress,58.00,Five,In stock,Unknown,,False,False,False,False,False,False
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,One,In stock,Unknown,,False,False,False,False,False,False
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,Three,In stock,Unknown,,False,False,False,False,False,False
Critique of Pure Reason,20.75,One,In stock,Unknown,,False,False,False,False,False,False
Booked,17.49,Five,In stock,Unknown,,False,False,False,False,False,False
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,Five,In stock,Unknown,,False,False,False,False,False,False
Approval Junkie: Adventures in Caring Too Much,58.81,Five,In stock,Unknown,,False,False,False,False,False,False
An Abundance of Katherines,10.00,Five,In stock,Unknown,,False,False,False,False,False,False
America's War for the Greater Middle East: A Military History,51.22,Two,In stock,Unknown,,False,False,False,False,False,False
Alight (The Generations Trilogy #2),58.59,Four,In stock,Unknown,,False,False,False,False,False,False
A Girl's Guide to Moving On (New Beginnings #2),31.30,One,In stock,Unknown,,False,False,False,False,False,False
A Game of Thrones (A Song of Ice and Fire #1),46.42,Two,In stock,Unknown,,False,False,False,False,False,False
A Feast for Crows (A Song of Ice and Fire #4),17.21,Four,In stock,Unknown,,False,False,False,False,False,False
A Clash of Kings (A Song of Ice and Fire #2),10.79,Three,In stock,Unknown,,False,False,False,False,False,False
Vogue Colors A to Z: A Fashion Coloring Book,52.35,Four,In stock,Unknown,,False,False,False,False,False,False
The Shining (The Shining #1),27.88,Three,In stock,Unknown,,False,False,False,False,False,False
The Pilgrim's Progress,50.26,Two,In stock,Unknown,,False,False,False,False,False,False
The Perfect Play (Play by Play #1),59.99,Three,In stock,Unknown,,False,False,False,False,False,False
The Passion of Dolssa,28.32,Five,In stock,Unknown,,False,False,False,False,False,False
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,Three,In stock,Unknown,,False,False,False,False,False,False
The Hunger Games (The Hunger Games #1),29.85,Five,In stock,Unknown,,False,False,False,False,False,False
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,Two,In stock,Unknown,,False,False,False,False,False,False
The Gunning of America: Business and the Making of American Gun Culture,16.81,Four,In stock,Unknown,,False,False,False,False,False,False
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,Two,In stock,Unknown,,False,False,False,False,False,False
The Demonists (Demonist #1),52.11,Two,In stock,Unknown,,False,False,False,False,False,False
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,Two,In stock,Unknown,,False,False,False,False,False,False
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,Three,In stock,Unknown,,False,False,False,False,False,False
The Beast (Black Dagger Brotherhood #14),46.08,Five,In stock,Unknown,,False,False,False,False,False,False
Some Women,13.73,Five,In stock,Unknown,,False,False,False,False,False,False
Shopaholic Ties the Knot (Shopaholic #3),48.39,Five,In stock,Unknown,,False,False,False,False,False,False
Paper and Fire (The Great Library #2),49.45,Five,In stock,Unknown,,False,False,False,False,False,False
Outlander (Outlander #1),19.67,Five,In stock,Unknown,,False,False,False,False,False,False
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,Three,In stock,Unknown,,False,False,False,False,False,False
No One Here Gets Out Alive,20.02,Five,In stock,Unknown,,False,False,False,False,False,False
Night Shift (Night Shift #1-20),12.75,Four,In stock,Unknown,,False,False,False,False,False,False
Needful Things,47.51,Four,In stock,Unknown,,False,False,False,False,False,False
Mockingjay (The Hunger Games #3),20.44,Four,In stock,Unknown,,False,False,False,False,False,False
Misery,34.79,Two,In stock,Unknown,,False,False,False,False,False,False
Little Women (Little Women #1),28.07,Four,In stock,Unknown,,False,False,False,False,False,False
It,25.01,Three,In stock,Unknown,,False,False,False,False,False,False
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.90,Three,In stock,Unknown,,False,False,False,False,False,False
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,Four,In stock,Unknown,,False,False,False,False,False,False
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,Four,In stock,Unknown,,False,False,False,False,False,False
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,Five,In stock,Unknown,,False,False,False,False,False,False
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,One,In stock,Unknown,,False,False,False,False,False,False
Gone with the Wind,32.49,Three,In stock,Unknown,,False,False,False,False,False,False
God Is Not Great: How Religion Poisons Everything,27.80,One,In stock,Unknown,,False,False,False,False,False,False
Girl With a Pearl Earring,26.77,One,In stock,Unknown,,False,False,False,False,False,False
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,Four,In stock,Unknown,,False,False,False,False,False,False
Far From True (Promise Falls Trilogy #2),34.93,Two,In stock,Unknown,,False,False,False,False,False,False
Dark Lover (Black Dagger Brotherhood #1),12.87,One,In stock,Unknown,,False,False,False,False,False,False
Confessions of a Shopaholic (Shopaholic #1),48.94,Two,In stock,Unknown,,False,False,False,False,False,False
Changing the Game (Play by Play #2),13.38,Three,In stock,Unknown,,False,False,False,False,False,False
Candide,58.63,Three,In stock,Unknown,,False,False,False,False,False,False
Can You Keep a Secret?,21.94,One,In stock,Unknown,,False,False,False,False,False,False
Atlas Shrugged,26.58,Five,In stock,Unknown,,False,False,False,False,False,False
Animal Farm,57.22,Three,In stock,Unknown,,False,False,False,False,False,False
A Walk to Remember,56.43,One,In stock,Unknown,,False,False,False,False,False,False
A New Earth: Awakening to Your Life's Purpose,55.65,Five,In stock,Unknown,,False,False,False,False,False,False
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,One,In stock,Unknown,,False,False,False,False,False,False
'Salem's Lot,49.56,Four,In stock,Unknown,,False,False,False,False,False,False
Zero History (Blue Ant #3),34.77,One,In stock,Unknown,,False,False,False,False,False,False
Wuthering Heights,17.73,Three,In stock,Unknown,,False,False,False,False,False,False
World War Z: An Oral History of the Zombie War,21.80,One,In stock,Unknown,,False,False,False,False,False,False
Wild: From Lost to Found on the Pacific Crest Trail,46.02,Three,In stock,Unknown,,False,False,False,False,False,False
"Where'd You Go, Bernadette",18.13,One,In stock,Unknown,,False,False,False,False,False,False
When You Are Engulfed in Flames,30.89,Five,In stock,Unknown,,False,False,False,False,False,False
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,Three,In stock,Unknown,,False,False,False,False,False,False
We Are All Completely Beside Ourselves,24.04,One,In stock,Unknown,,False,False,False,False,False,False
Walk the Edge (Thunder Road #2),32.36,Three,In stock,Unknown,,False,False,False,False,False,False
Voyager (Outlander #3),21.07,Five,In stock,Unknown,,False,False,False,False,False,False
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,Three,In stock,Unknown,,False,False,False,False,False,False
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,Two,In stock,Unknown,,False,False,False,False,False,False
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,One,In stock,Unknown,,False,False,False,False,False,False
Under the Banner of Heaven: A Story of Violent Faith,30.00,One,In stock,Unknown,,False,False,False,False,False,False
Two Boys Kissing,32.74,Two,In stock,Unknown,,False,False,False,False,False,False
Twilight (Twilight #1),41.93,Two,In stock,Unknown,,False,False,False,False,False,False
Twenties Girl,42.80,Two,In stock,Unknown,,False,False,False,False,False,False
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,One,In stock,Unknown,,False,False,False,False,False,False
Three-Martini Lunch,23.21,Three,In stock,Unknown,,False,False,False,False,False,False
"Thinking, Fast and Slow",21.14,One,In stock,Unknown,,False,False,False,False,False,False
The Wild Robot,56.07,Three,In stock,Unknown,,False,False,False,False,False,False
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,Three,In stock,Unknown,,False,False,False,False,False,False
The Undomestic Goddess,45.75,Four,In stock,Unknown,,False,False,False,False,False,False
The Travelers,15.77,One,In stock,Unknown,,False,False,False,False,False,False
The Tipping Point: How Little Things Can Make a Big Difference,10.02,Two,In stock,Unknown,,False,False,False,False,False,False
The Thing About Jellyfish,48.77,One,In stock,Unknown,,False,False,False,False,False,False
The Stand,57.86,Two,In stock,Unknown,,False,False,False,False,False,False
The Smitten Kitchen Cookbook,23.59,One,In stock,Unknown,,False,False,False,False,False,False
The Silkworm (Cormoran Strike #2),23.05,Five,In stock,Unknown,,False,False,False,False,False,False
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,Five,In stock,Unknown,,False,False,False,False,False,False
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,Four,In stock,Unknown,,False,False,False,False,False,False
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,One,In stock,Unknown,,False,False,False,False,False,False
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,Three,In stock,Unknown,,False,False,False,False,False,False
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,One,In stock,Unknown,,False,False,False,False,False,False
The Rest Is Noise: Listening to the Twentieth Century,34.77,One,In stock,Unknown,,False,False,False,False,False,False
The Red Tent,35.66,Five,In stock,Unknown,,False,False,False,False,False,False
The Purpose Driven Life: What on Earth Am I Here for?,37.19,Three,In stock,Unknown,,False,False,False,False,False,False
The Purest Hook (Second Circle Tattoos #3),12.25,One,In stock,Unknown,,False,False,False,False,False,False
The Picture of Dorian Gray,29.70,Two,In stock,Unknown,,False,False,False,False,False,False
The Paris Wife,36.80,Three,In stock,Unknown,,False,False,False,False,False,False
The Obsession,45.43,One,In stock,Unknown,,False,False,False,False,False,False
The Nightingale,26.26,Four,In stock,Unknown,,False,False,False,False,False,False
The New Guy (and Other Senior Year Distractions),44.92,Three,In stock,Unknown,,False,False,False,False,False,False
The Nanny Diaries (Nanny #1),52.53,Five,In stock,Unknown,,False,False,False,False,False,False
The Name of God is Mercy,37.25,Two,In stock,Unknown,,False,False,False,False,False,False
The Maze Runner (The Maze Runner #1),20.93,One,In stock,Unknown,,False,False,False,False,False,False
The Lover's Dictionary,58.09,Two,In stock,Unknown,,False,False,False,False,False,False
The Lonely Ones,43.59,Five,In stock,Unknown,,False,False,False,False,False,False
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,Three,In stock,Unknown,,False,False,False,False,False,False
The Last Painting of Sara de Vos,55.55,Two,In stock,Unknown,,False,False,False,False,False,False
"The Land of 10,000 Madonnas",29.64,Four,In stock,Unknown,,False,False,False,False,False,False
The Infinities,27.41,One,In stock,Unknown,,False,False,False,False,False,False
The Husband's Secret,52.51,Five,In stock,Unknown,,False,False,False,False,False,False
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.80,Three,In stock,Unknown,,False,False,False,False,False,False
The Guns of August,14.54,Two,In stock,Unknown,,False,False,False,False,False,False
The Guernsey Literary and Potato Peel Pie Society,49.53,One,In stock,Unknown,,False,False,False,False,False,False
The Goldfinch,43.58,Three,In stock,Unknown,,False,False,False,False,False,False
The Giver (The Giver Quartet #1),12.30,One,In stock,Unknown,,False,False,False,False,False,False
The Girl with All the Gifts,49.47,Three,In stock,Unknown,,False,False,False,False,False,False
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,Two,In stock,Unknown,,False,False,False,False,False,False
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,One,In stock,Unknown,,False,False,False,False,False,False
The Exiled,43.45,Three,In stock,Unknown,,False,False,False,False,False,False
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,Four,In stock,Unknown,,False,False,False,False,False,False
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,Four,In stock,Unknown,,False,False,False,False,False,False
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,Five,In stock,Unknown,,False,False,False,False,False,False
The Devil Wears Prada (The Devil Wears Prada #1),44.29,One,In stock,Unknown,,False,False,False,False,False,False
The Demon-Haunted World: Science as a Candle in the Dark,52.25,Four,In stock,Unknown,,False,False,False,False,False,False
The Day the Crayons Came Home (Crayons),26.33,Five,In stock,Unknown,,False,False,False,False,False,False
The Da Vinci Code (Robert Langdon #2),22.96,Two,In stock,Unknown,,False,False,False,False,False,False
The Cuckoo's Calling (Cormoran Strike #1),19.21,One,In stock,Unknown,,False,False,False,False,False,False
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,Four,In stock,Unknown,,False,False,False,False,False,False
The Complete Poems,41.32,Five,In stock,Unknown,,False,False,False,False,False,False
The Catcher in the Rye,24.55,One,In stock,Unknown,,False,False,False,False,False,False
The Cat in the Hat (Beginner Books B-1),16.26,Two,In stock,Unknown,,False,False,False,False,False,False
The Case for Christ (Cases for Christianity),47.84,One,In stock,Unknown,,False,False,False,False,False,False
The Book Thief,53.49,Two,In stock,Unknown,,False,False,False,False,False,False
The Book of Basketball: The NBA According to The Sports Guy,44.84,Five,In stock,Unknown,,False,False,False,False,False,False
The Blind Side: Evolution of a Game,53.71,Five,In stock,Unknown,,False,False,False,False,False,False
The Autobiography of Malcolm X,23.43,Two,In stock,Unknown,,False,False,False,False,False,False
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,Three,In stock,Unknown,,False,False,False,False,False,False
The Art of Fielding,22.10,One,In stock,Unknown,,False,False,False,False,False,False
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,Two,In stock,Unknown,,False,False,False,False,False,False
Stiff: The Curious Lives of Human Cadavers,36.74,Three,In stock,Unknown,,False,False,False,False,False,False
Spilled Milk: Based on a True Story,49.51,One,In stock,Unknown,,False,False,False,False,False,False
Something Borrowed (Darcy & Rachel #1),48.96,Five,In stock,Unknown,,False,False,False,False,False,False
Something Blue (Darcy & Rachel #2),54.62,One,In stock,Unknown,,False,False,False,False,False,False
Soldier (Talon #3),24.72,Two,In stock,Unknown,,False,False,False,False,False,False
Shopaholic & Baby (Shopaholic #5),46.45,Two,In stock,Unknown,,False,False,False,False,False,False
Seven Days in the Art World,52.33,Two,In stock,Unknown,,False,False,False,False,False,False
Seven Brief Lessons on Physics,30.60,Four,In stock,Unknown,,False,False,False,False,False,False
Scarlet (The Lunar Chronicles #2),14.57,Four,In stock,Unknown,,False,False,False,False,False,False
Sarah's Key,46.29,One,In stock,Unknown,,False,False,False,False,False,False
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,Five,In stock,Unknown,,False,False,False,False,False,False
Running with Scissors,12.91,Four,In stock,Unknown,,False,False,False,False,False,False
Rogue Lawyer (Rogue Lawyer #1),50.11,Three,In stock,Unknown,,False,False,False,False,False,False
