Title,Price,Rating,Availability,Category,Description
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,Four,In stock,Unknown,
The Complete Poems,41.32,Five,In stock,Unknown,
The Catcher in the Rye,24.55,One,In stock,Unknown,
The Cat in the Hat (Beginner Books B-1),16.26,Two,In stock,Unknown,
The Case for Christ (Cases for Christianity),47.84,One,In stock,Unknown,
The Book Thief,53.49,Two,In stock,Unknown,
The Book of Basketball: The NBA According to The Sports Guy,44.84,Five,In stock,Unknown,
The Blind Side: Evolution of a Game,53.71,Five,In stock,Unknown,
The Autobiography of Malcolm X,23.43,Two,In stock,Unknown,
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,Three,In stock,Unknown,
The Art of Fielding,22.10,One,In stock,Unknown,
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,Two,In stock,Unknown,
Stiff: The Curious Lives of Human Cadavers,36.74,Three,In stock,Unknown,
Spilled Milk: Based on a True Story,49.51,One,In stock,Unknown,
Something Borrowed (Darcy & Rachel #1),48.96,Five,In stock,Unknown,
Something Blue (Darcy & Rachel #2),54.62,One,In stock,Unknown,
Soldier (Talon #3),24.72,Two,In stock,Unknown,
Shopaholic & Baby (Shopaholic #5),46.45,Two,In stock,Unknown,
Seven Days in the Art World,52.33,Two,In stock,Unknown,
Seven Brief Lessons on Physics,30.60,Four,In stock,Unknown,
Scarlet (The Lunar Chronicles #2),14.57,Four,In stock,Unknown,
Sarah's Key,46.29,One,In stock,Unknown,
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,Five,In stock,Unknown,
Running with Scissors,12.91,Four,In stock,Unknown,
Rogue Lawyer (Rogue Lawyer #1),50.11,Three,In stock,Unknown,
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,Four,In stock,Unknown,
Rework,44.88,Two,In stock,Unknown,
Reservations for Two,11.10,Three,In stock,Unknown,
Red: The True Story of Red Riding Hood,28.54,Three,In stock,Unknown,
Ready Player One,19.07,Four,In stock,Unknown,
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,One,In stock,Unknown,
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,Three,In stock,Unknown,
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,One,In stock,Unknown,
Packing for Mars: The Curious Science of Life in the Void,56.68,Two,In stock,Unknown,
Outliers: The Story of Success,14.16,One,In stock,Unknown,
Original Fake,31.45,Three,In stock,Unknown,
Orange Is the New Black,24.61,Two,In stock,Unknown,
One for the Money (Stephanie Plum #1),32.87,Two,In stock,Unknown,
Notes from a Small Island (Notes From a Small Island #1),40.17,One,In stock,Unknown,
Night (The Night Trilogy #1),13.51,One,In stock,Unknown,
Neither Here nor There: Travels in Europe,38.95,Three,In stock,Unknown,
Naked,31.69,Three,In stock,Unknown,
Morning Star (Red Rising #3),29.40,One,In stock,Unknown,
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,One,In stock,Unknown,
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,Two,In stock,Unknown,
Me Talk Pretty One Day,57.60,Two,In stock,Unknown,
Manuscript Found in Accra,34.98,Two,In stock,Unknown,
Lust & Wonder,11.87,Two,In stock,Unknown,
Lila (Gilead #3),12.47,Three,In stock,Unknown,
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,Two,In stock,Unknown,
Life Without a Recipe,59.04,Five,In stock,Unknown,
Life After Life,26.13,Two,In stock,Unknown,
Letter to a Christian Nation,22.20,One,In stock,Unknown,
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,One,In stock,Unknown,
Legend (Legend #1),43.69,Four,In stock,Unknown,
"Lean In: Women, Work, and the Will to Lead",25.02,One,In stock,Unknown,
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.50,Five,In stock,Unknown,
Lady Renegades (Rebel Belle #3),53.04,Five,In stock,Unknown,
Jurassic Park (Jurassic Park #1),44.97,One,In stock,Unknown,
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,One,In stock,Unknown,
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,Three,In stock,Unknown,
Into the Wild,56.70,Five,In stock,Unknown,
Inferno (Robert Langdon #4),41.00,Five,In stock,Unknown,
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,Three,In stock,Unknown,
If I Run (If I Run #1),49.97,Four,In stock,Unknown,
I've Got Your Number,19.69,One,In stock,Unknown,
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,Two,In stock,Unknown,
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,Three,In stock,Unknown,
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.70,Two,In stock,Unknown,
House of Leaves,54.89,One,In stock,Unknown,
Horrible Bear!,37.52,Two,In stock,Unknown,
Holidays on Ice,51.07,Two,In stock,Unknown,
Heir to the Sky,44.07,Four,In stock,Unknown,
Green Eggs and Ham (Beginner Books B-16),10.79,Four,In stock,Unknown,
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,One,In stock,Unknown,
Gratitude,26.66,Five,In stock,Unknown,
Gone Girl,37.60,Five,In stock,Unknown,
Golden (Heart of Dread #3),42.21,Four,In stock,Unknown,
Girl in the Blue Coat,46.83,Two,In stock,Unknown,
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,Two,In stock,Unknown,
"Friday Night Lights: A Town, a Team, and a Dream",51.22,Three,In stock,Unknown,
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,Four,In stock,Unknown,
Fifty Shades Freed (Fifty Shades #3),15.36,Five,In stock,Unknown,
Fellside,38.62,One,In stock,Unknown,
Extreme Prey (Lucas Davenport #26),25.40,Three,In stock,Unknown,
Eragon (The Inheritance Cycle #1),43.87,Three,In stock,Unknown,
Eclipse (Twilight #3),18.74,One,In stock,Unknown,
Dune (Dune #1),54.86,One,In stock,Unknown,
Dracula,52.62,Three,In stock,Unknown,
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,One,In stock,Unknown,
Disrupted: My Misadventure in the Start-Up Bubble,15.28,Five,In stock,Unknown,
Dead Wake: The Last Crossing of the Lusitania,39.24,Five,In stock,Unknown,
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,One,In stock,Unknown,
Darkfever (Fever #1),56.02,One,In stock,Unknown,
Dark Places,23.90,Five,In stock,Unknown,
Crazy Rich Asians (Crazy Rich Asians #1),49.13,Five,In stock,Unknown,
Counting Thyme,10.62,One,In stock,Unknown,
Cosmos,36.17,Two,In stock,Unknown,
Civilization and Its Discontents,59.95,Two,In stock,Unknown,
Cinder (The Lunar Chronicles #1),26.09,One,In stock,Unknown,
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,Two,In stock,Unknown,
Career of Evil (Cormoran Strike #3),24.72,Two,In stock,Unknown,
Breaking Dawn (Twilight #4),35.28,Five,In stock,Unknown,
Brave Enough,51.32,Five,In stock,Unknown,
Boy Meets Boy,21.12,Three,In stock,Unknown,
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,Two,In stock,Unknown,
Blink: The Power of Thinking Without Thinking,21.74,Five,In stock,Unknown,
Black Flags: The Rise of ISIS,40.87,One,In stock,Unknown,
"Black Butler, Vol. 1 (Black Butler #1)",49.31,One,In stock,Unknown,
Big Little Lies,22.11,One,In stock,Unknown,
Between Shades of Gray,20.79,Five,In stock,Unknown,
Best of My Love (Fool's Gold #20),27.41,Two,In stock,Unknown,
Beowulf,38.35,Two,In stock,Unknown,
Beautiful Creatures (Caster Chronicles #1),21.55,Five,In stock,Unknown,
Awkward,38.02,Two,In stock,Unknown,
Ash,22.06,Four,In stock,Unknown,
Are We There Yet?,10.66,Three,In stock,Unknown,
Are We Smart Enough to Know How Smart Animals Are?,56.58,One,In stock,Unknown,
Annie on My Mind,36.83,Five,In stock,Unknown,
And Then There Were None,35.01,Two,In stock,Unknown,
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,Four,In stock,Unknown,
A Visit from the Goon Squad,14.08,Five,In stock,Unknown,
A Storm of Swords (A Song of Ice and Fire #3),31.22,Two,In stock,Unknown,
A Heartbreaking Work of Staggering Genius,54.29,Five,In stock,Unknown,
8 Keys to Mental Health Through Exercise,31.04,One,In stock,Unknown,
#GIRLBOSS,50.96,One,In stock,Unknown,
"The Suffragettes (Little Black Classics, #96)",11.89,Two,In stock,Unknown,
The Sense of an Ending,31.38,Three,In stock,Unknown,
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,One,In stock,Unknown,
The Course of Love,16.78,Three,In stock,Unknown,
Sugar Rush (Offensive Line #2),24.42,One,In stock,Unknown,
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,Three,In stock,Unknown,
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,One,In stock,Unknown,
New Moon (Twilight #2),12.86,Four,In stock,Unknown,
Life,31.58,Five,In stock,Unknown,
Kindle Paperwhite User's Guide,34.00,Three,In stock,Unknown,
H is for Hawk,57.42,Five,In stock,Unknown,
Girl Online On Tour (Girl Online #2),53.47,One,In stock,Unknown,
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,Five,In stock,Unknown,
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,Four,In stock,Unknown,
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,Four,In stock,Unknown,
While You Were Mine,41.32,Five,In stock,Unknown,
Where Lightning Strikes (Bleeding Stars #3),39.77,Three,In stock,Unknown,
When I'm Gone,51.96,Three,In stock,Unknown,
Ways of Seeing,39.51,Five,In stock,Unknown,
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.40,One,In stock,Unknown,
Vampire Girl (Vampire Girl #1),53.82,Two,In stock,Unknown,
Twenty Love Poems and a Song of Despair,30.95,Four,In stock,Unknown,
Travels with Charley: In Search of America,57.82,Five,In stock,Unknown,
Three Wishes (River of Time: California #1),44.18,Two,In stock,Unknown,
This One Moment (Pushing Limits #1),48.71,One,In stock,Unknown,
The Zombie Room,19.69,Five,In stock,Unknown,
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,Two,In stock,Unknown,
The Tumor,41.56,Five,In stock,Unknown,
The Story of Hong Gildong,43.19,Four,In stock,Unknown,
The Silent Wife,12.34,Five,In stock,Unknown,
The Silent Twin (Detective Jennifer Knight #3),36.25,Three,In stock,Unknown,
The Selfish Gene,29.45,One,In stock,Unknown,
The Secret Healer,34.56,Three,In stock,Unknown,
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,Three,In stock,Unknown,
The Republic,33.78,Three,In stock,Unknown,
The Odyssey,29.64,Three,In stock,Unknown,
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.70,Four,In stock,Unknown,
The Nicomachean Ethics,36.34,One,In stock,Unknown,
The Name of the Wind (The Kingkiller Chronicle #1),50.59,Three,In stock,Unknown,
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,One,In stock,Unknown,
The Little Prince,45.42,Two,In stock,Unknown,
The Light of the Fireflies,54.43,One,In stock,Unknown,
The Last Girl (The Dominion Trilogy #1),36.26,Two,In stock,Unknown,
The Iliad,16.16,One,In stock,Unknown,
The Hook Up (Game On #1),36.29,Five,In stock,Unknown,
The Haters,27.89,Five,In stock,Unknown,
The Girl You Lost,12.29,Five,In stock,Unknown,
The Girl In The Ice (DCI Erika Foster #1),15.85,Three,In stock,Unknown,
The End of the Jesus Era (An Investigation #1),14.40,One,In stock,Unknown,
The Edge of Reason (Bridget Jones #2),19.18,Four,In stock,Unknown,
The Complete Maus (Maus #1-2),10.64,Three,In stock,Unknown,
The Communist Manifesto,14.76,Three,In stock,Unknown,
The Bhagavad Gita,57.49,Three,In stock,Unknown,
The Bette Davis Club,30.66,Three,In stock,Unknown,
The Art of Not Breathing,40.83,Four,In stock,Unknown,
Taking Shots (Assassins #1),18.88,Two,In stock,Unknown,
Starlark,25.83,Three,In stock,Unknown,
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,Three,In stock,Unknown,
Sister Sable (The Mad Queen #1),13.33,Three,In stock,Unknown,
Shatter Me (Shatter Me #1),42.40,One,In stock,Unknown,
Shameless,58.35,Three,In stock,Unknown,
Shadow Rites (Jane Yellowrock #10),21.72,Four,In stock,Unknown,
Settling the Score (The Summer Games #1),44.91,Two,In stock,Unknown,
Sense and Sensibility,37.46,One,In stock,Unknown,
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,One,In stock,Unknown,
"Rhythm, Chord & Malykhin",28.34,Two,In stock,Unknown,
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,Five,In stock,Unknown,
Paradise Lost (Paradise #1),24.96,One,In stock,Unknown,
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,Four,In stock,Unknown,
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,Three,In stock,Unknown,
Origins (Alphas 0.5),28.99,One,In stock,Unknown,
One Second (Seven #7),52.94,Two,In stock,Unknown,
On the Road (Duluoz Legend),32.36,Three,In stock,Unknown,
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,Two,In stock,Unknown,
Off Sides (Off #1),39.45,Five,In stock,Unknown,
Of Mice and Men,47.11,Two,In stock,Unknown,
Myriad (Prentor #1),58.75,Four,In stock,Unknown,
My Perfect Mistake (Over the Top #1),38.92,Two,In stock,Unknown,
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,Four,In stock,Unknown,
Meditations,25.89,Two,In stock,Unknown,
Matilda,28.34,One,In stock,Unknown,
Lost Among the Living,27.70,Four,In stock,Unknown,
Lord of the Flies,24.89,Three,In stock,Unknown,
Listen to Me (Fusion #1),58.99,Three,In stock,Unknown,
Kitchens of the Great Midwest,57.20,Five,In stock,Unknown,
Jane Eyre,38.43,Five,In stock,Unknown,
Imperfect Harmony,34.74,Four,In stock,Unknown,
Icing (Aces Hockey #2),40.44,Four,In stock,Unknown,
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,Three,In stock,Unknown,
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,Four,In stock,Unknown,
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,Four,In stock,Unknown,
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,Five,In stock,Unknown,
Frankenstein,38.00,Two,In stock,Unknown,
Forever Rockers (The Rocker #12),28.80,Three,In stock,Unknown,
Fighting Fate (Fighting #6),39.24,Three,In stock,Unknown,
Emma,32.93,Two,In stock,Unknown,
"Eat, Pray, Love",51.32,Three,In stock,Unknown,
Deep Under (Walker Security #1),47.09,Five,In stock,Unknown,
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,Four,In stock,Unknown,
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,Three,In stock,Unknown,
Charity's Cross (Charles Towne Belles #4),41.24,One,In stock,Unknown,
Bright Lines,39.07,Five,In stock,Unknown,
Bridget Jones's Diary (Bridget Jones #1),29.82,One,In stock,Unknown,
Bounty (Colorado Mountain #7),37.26,Four,In stock,Unknown,
Blood Defense (Samantha Brinkman #1),20.30,Three,In stock,Unknown,
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,Five,In stock,Unknown,
Beyond Good and Evil,43.38,One,In stock,Unknown,
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,One,In stock,Unknown,
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,Four,In stock,Unknown,
A Spy's Devotion (The Regency Spies of London #1),16.97,Five,In stock,Unknown,
1st to Die (Women's Murder Club #1),53.98,One,In stock,Unknown,
"1,000 Places to See Before You Die",26.08,Five,In stock,Unknown,
